"Classe","Nome Corso","Ateneo","Anno accademico","Descrizione indicatore","Numeratore"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2023","Immatricolati puri ** (L; LMCU)","55.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2024","Immatricolati puri ** (L; LMCU)","81.000"
"L-2 - Biotecnologie","0630106200200002 - Corso di laurea in Biotecnologie Biomolecolari e Industriali","Federico II","2025","Immatricolati puri ** (L; LMCU)","44.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2020","Immatricolati puri ** (L; LMCU)","395.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2021","Immatricolati puri ** (L; LMCU)","400.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2022","Immatricolati puri ** (L; LMCU)","391.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2023","Immatricolati puri ** (L; LMCU)","397.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2024","Immatricolati puri ** (L; LMCU)","425.000"
"L-2 - Biotecnologie","0630106200200004 - Biotecnologie per la Salute","Federico II","2025","Immatricolati puri ** (L; LMCU)","373.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2020","Immatricolati puri ** (L; LMCU)","133.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2021","Immatricolati puri ** (L; LMCU)","125.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2022","Immatricolati puri ** (L; LMCU)","127.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2023","Immatricolati puri ** (L; LMCU)","100.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2024","Immatricolati puri ** (L; LMCU)","108.000"
"L-2 - Biotecnologie","0630606200200002 - Biotecnologie","Università Vanvitelli","2025","Immatricolati puri ** (L; LMCU)","63.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2020","Immatricolati puri ** (L; LMCU)","91.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2021","Immatricolati puri ** (L; LMCU)","77.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2022","Immatricolati puri ** (L; LMCU)","81.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2023","Immatricolati puri ** (L; LMCU)","84.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2024","Immatricolati puri ** (L; LMCU)","91.000"
"L-2 - Biotecnologie","0660106200200008 - Biotecnologie","Università de L'Aquila","2025","Immatricolati puri ** (L; LMCU)","67.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2020","Immatricolati puri ** (L; LMCU)","196.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2021","Immatricolati puri ** (L; LMCU)","193.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2022","Immatricolati puri ** (L; LMCU)","157.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2023","Immatricolati puri ** (L; LMCU)","132.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2024","Immatricolati puri ** (L; LMCU)","97.000"
"L-2 - Biotecnologie","0670106200200002 - Biotecnologie","Università di Teramo","2025","Immatricolati puri ** (L; LMCU)","83.000"
"L-2 - Biotecnologie","0710107320200001 - BIOTECNOLOGIE","Università di Foggia","2024","Immatricolati puri ** (L; LMCU)","48.000"
"L-2 - Biotecnologie","0710107320200001 - BIOTECNOLOGIE","Università di Foggia","2025","Immatricolati puri ** (L; LMCU)","64.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2020","Immatricolati puri ** (L; LMCU)","84.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2021","Immatricolati puri ** (L; LMCU)","90.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2022","Immatricolati puri ** (L; LMCU)","84.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2023","Immatricolati puri ** (L; LMCU)","50.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2024","Immatricolati puri ** (L; LMCU)","44.000"
"L-2 - Biotecnologie","0720106200200002 - Biotecnologie Industriali per lo Sviluppo Sostenibile","Università di Bari","2025","Immatricolati puri ** (L; LMCU)","90.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2020","Immatricolati puri ** (L; LMCU)","98.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2021","Immatricolati puri ** (L; LMCU)","95.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2022","Immatricolati puri ** (L; LMCU)","94.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2023","Immatricolati puri ** (L; LMCU)","95.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2024","Immatricolati puri ** (L; LMCU)","95.000"
"L-2 - Biotecnologie","0720106200200003 - Biotecnologie Mediche e Farmaceutiche","Università di Bari","2025","Immatricolati puri ** (L; LMCU)","93.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2020","Immatricolati puri ** (L; LMCU)","80.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2021","Immatricolati puri ** (L; LMCU)","107.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2022","Immatricolati puri ** (L; LMCU)","107.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2023","Immatricolati puri ** (L; LMCU)","109.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2024","Immatricolati puri ** (L; LMCU)","97.000"
"L-2 - Biotecnologie","0750106200200002 - BIOTECNOLOGIE","Università del SALENTO","2025","Immatricolati puri ** (L; LMCU)","62.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2020","Immatricolati puri ** (L; LMCU)","69.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2021","Immatricolati puri ** (L; LMCU)","76.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2022","Immatricolati puri ** (L; LMCU)","87.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2023","Immatricolati puri ** (L; LMCU)","87.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2024","Immatricolati puri ** (L; LMCU)","84.000"
"L-2 - Biotecnologie","0760106200200003 - Biotecnologie","Università della Basilicata","2025","Immatricolati puri ** (L; LMCU)","73.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2020","Immatricolati puri ** (L; LMCU)","60.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2021","Immatricolati puri ** (L; LMCU)","49.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2022","Immatricolati puri ** (L; LMCU)","63.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2023","Immatricolati puri ** (L; LMCU)","71.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2024","Immatricolati puri ** (L; LMCU)","63.000"
"L-2 - Biotecnologie","0780106201300002 - Scienze e tecnologie biologiche","Università della Calabria","2025","Immatricolati puri ** (L; LMCU)","47.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2020","Immatricolati puri ** (L; LMCU)","139.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2021","Immatricolati puri ** (L; LMCU)","124.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2022","Immatricolati puri ** (L; LMCU)","88.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2023","Immatricolati puri ** (L; LMCU)","87.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2024","Immatricolati puri ** (L; LMCU)","88.000"
"L-2 - Biotecnologie","0790106200200002 - Biotecnologie","Magna Graecia","2025","Immatricolati puri ** (L; LMCU)","46.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2020","Immatricolati puri ** (L; LMCU)","70.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2021","Immatricolati puri ** (L; LMCU)","78.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2022","Immatricolati puri ** (L; LMCU)","68.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2023","Immatricolati puri ** (L; LMCU)","87.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2024","Immatricolati puri ** (L; LMCU)","74.000"
"L-2 - Biotecnologie","0820106200200001 - Biotecnologie","Università di Palermo","2025","Immatricolati puri ** (L; LMCU)","54.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2020","Immatricolati puri ** (L; LMCU)","80.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2021","Immatricolati puri ** (L; LMCU)","104.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2022","Immatricolati puri ** (L; LMCU)","98.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2023","Immatricolati puri ** (L; LMCU)","109.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2024","Immatricolati puri ** (L; LMCU)","100.000"
"L-2 - Biotecnologie","0830106200200003 - Biotecnologie","Università di Messina","2025","Immatricolati puri ** (L; LMCU)","38.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2020","Immatricolati puri ** (L; LMCU)","171.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2021","Immatricolati puri ** (L; LMCU)","154.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2022","Immatricolati puri ** (L; LMCU)","134.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2023","Immatricolati puri ** (L; LMCU)","489.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2024","Immatricolati puri ** (L; LMCU)","478.000"
"L-2 - Biotecnologie","0870106200200001 - Biotecnologie","Università di Catania","2025","Immatricolati puri ** (L; LMCU)","143.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2020","Immatricolati puri ** (L; LMCU)","72.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2021","Immatricolati puri ** (L; LMCU)","61.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2022","Immatricolati puri ** (L; LMCU)","70.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2023","Immatricolati puri ** (L; LMCU)","63.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2024","Immatricolati puri ** (L; LMCU)","57.000"
"L-2 - Biotecnologie","0900106200200001 - Biotecnologie e Analisi Bioinformatiche","Università di Sassari","2025","Immatricolati puri ** (L; LMCU)","32.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2020","Immatricolati puri ** (L; LMCU)","46.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2021","Immatricolati puri ** (L; LMCU)","52.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2022","Immatricolati puri ** (L; LMCU)","38.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2023","Immatricolati puri ** (L; LMCU)","54.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2024","Immatricolati puri ** (L; LMCU)","52.000"
"L-2 - Biotecnologie","0920106200200001 - BIOTECNOLOGIE","Università di Cagliari","2025","Immatricolati puri ** (L; LMCU)","55.000"
